DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,Annual_Precipitation_2000,Annual_Precipitation_2005,Annual_Precipitation_2010,Annual_Precipitation_2015,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Global_Human_Footprint,Gross_Cell_Production,Growing_Season_Length,Irrigation,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Livestock_Cattle,Livestock_Chickens,Livestock_Ducks,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Nightlights_Composite,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,PET_2000,PET_2005,PET_2010,PET_2015,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times_2000,Travel_Times_2015,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015
GH201700000159,GHGE7IFL,GH,2017.0,159.0,GH2017OTH,167761.203125,190727.671875,214979.9375,68.26667022705078,85.59166717529297,101.5,71.5250015258789,19.23004722595215,24.990266799926758,29.138755798339844,20.14788818359375,0.852634048461914,0.8583483695983887,0.8556867599487304,33.546363830566406,31.883333206176758,33.518333435058594,32.53666687011719,7.275000095367432,6.425000190734863,6.5,6.891666889190674,-9999,1309,1310,1295,1328,1421,1402,1399,0.0,0.0,0.0,0.0,69.0,1369.4129638671875,-9999,0.48154720664024353,-9999,-9999,-9999,27.704545974731445,26.97916603088379,28.391666412353516,27.670000076293945,0.21585869789123535,20.069129943847656,-1.0,0.35649720827738446,151.47186279296875,2.1982553799947104,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,31.408334732055664,31.191667556762695,31.625,31.600000381469727,27.741666793823242,27.950000762939453,28.350000381469727,28.133333206176758,24.133333206176758,24.76666831970215,25.125,24.70833396911621,12.519583565848214,21.862728118896484,22.075000762939453,23.264999389648438,22.803333282470703,3.5500001907348633,3.4250001907348633,3.4833333492279053,3.549999952316284,1010.560476,113998.9958,965.1229943,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.40219587749905056,3.0,3.0,3.0,28.61964225769043,25.332141876220703,27.776784896850586,28.60714340209961,27.766071319580078,25.58392906188965,26.678571701049805,28.733928680419922,27.89642906188965,27.96071434020996,27.123214721679688,26.10178565979004,10.25,0.0,1224.7376302083333,1391.5830078125,1582.09033203125,1783.2635091145833,81972.2578125,97402.5703125,115009.84375,133722.875,8024.35546875,9534.84765625,11258.442708333334,13090.282552083334,10.921666145324707,12.139999389648438,14.310832977294922,12.196666717529297
GH201700000160,GHGE7IFL,GH,2017.0,160.0,GH2017OTH,134115.5,152475.859375,171864.15625,68.26667022705078,85.59166717529297,101.5,71.5250015258789,19.23004722595215,24.990266799926758,29.138755798339844,20.14788818359375,0.7523415883382162,0.7839990456899008,0.8079641660054525,34.03363800048828,32.084999084472656,33.688331604003906,32.55666732788086,7.275000095367432,6.425000190734863,6.5,6.891666889190674,-9999,1403,1376,1338,1514,1795,1889,1831,0.0,0.0,0.0,0.0,75.53333333333333,1369.4129638671875,-9999,1.8110660314559937,0.014574977412334243,0.029264147724279748,0.23064770961689407,28.03545379638672,27.325834274291992,28.613332748413086,27.731666564941406,0.0,0.0,-1.0,0.0,0.0,0.0,0.28319859504699707,0.12021207064390182,0.11772825568914413,0.12582124769687653,0.3082082271575928,0.07996691763401031,0.07957988232374191,0.09714610129594803,31.408334732055664,31.191667556762695,31.625,31.600000381469727,27.741666793823242,27.950000762939453,28.350000381469727,28.133333206176758,24.133333206176758,24.76666831970215,25.125,24.70833396911621,13.376112081236759,22.037273406982422,22.566667556762695,23.538333892822266,22.906665802001953,3.5500001907348633,3.4250001907348633,3.4833333492279053,3.549999952316284,4371.234396,111916.1477,4333.769171,901.0,700.0,1102.0,739.0,916.0,1100.0,824.0,0.45936387379964194,3.0,3.0,3.0,28.10120391845703,24.887950897216797,27.565059661865234,28.197589874267578,27.471084594726562,25.18313217163086,26.3144588470459,28.286746978759766,27.4903621673584,27.55301284790039,26.625301361083984,25.671083450317383,9.266666666666667,0.0,662.9979073660714,753.3178013392857,856.4468470982143,965.3496791294643,83750.984375,99516.1328125,117505.46875,136624.5625,6677.064583333334,7933.94375,9368.146875,10892.420833333334,10.921666145324707,12.139999389648438,14.310832977294922,12.196666717529297
GH201700000161,GHGE7IFL,GH,2017.0,161.0,GH2017OTH,264634.0625,300862.40625,339119.0625,68.26667022705078,85.59166717529297,101.5,71.5250015258789,19.23004722595215,24.990266799926758,29.138755798339844,20.14788818359375,0.975663423538208,0.9782666365305582,0.9791573683420817,34.03363800048828,32.084999084472656,33.688331604003906,32.55666732788086,7.275000095367432,6.425000190734863,6.5,6.891666889190674,-9999,1403,1376,1338,1514,1795,1889,1831,0.0,0.0,0.0,0.0,72.46666666666667,1369.4129638671875,-9999,1.8110660314559937,0.014574977412334243,0.029264147724279748,0.23064770961689407,28.03545379638672,27.325834274291992,28.613332748413086,27.731666564941406,0.1618940234184265,15.051847457885742,-1.0,0.26737290620803833,56.9118537902832,1.6486915349960327,0.28319859504699707,0.12021207064390182,0.11772825568914413,0.12582124769687653,0.3082082271575928,0.07996691763401031,0.07957988232374191,0.09714610129594803,31.408334732055664,31.191667556762695,31.625,31.600000381469727,27.741666793823242,27.950000762939453,28.350000381469727,28.133333206176758,24.133333206176758,24.76666831970215,25.125,24.70833396911621,13.961964925130209,22.037273406982422,22.566667556762695,23.538333892822266,22.906665802001953,3.5500001907348633,3.4250001907348633,3.4833333492279053,3.549999952316284,2303.758164,113694.4482,2228.151375,923,724,1116,768,949,1188,855,0.4054699625287737,3.0,3.0,3.0,28.10120391845703,24.887950897216797,27.565059661865234,28.197589874267578,27.471084594726562,25.18313217163086,26.3144588470459,28.286746978759766,27.4903621673584,27.55301284790039,26.625301361083984,25.671083450317383,6.1875,0.0,1295.501674107143,1471.9873046875,1673.501953125,1886.2986886160713,109969.5546875,130670.0390625,154291.0,179395.40625,8024.35546875,9534.84765625,11258.4423828125,13090.2822265625,10.921666145324707,12.139999389648438,14.310832977294922,12.196666717529297
GH201700000162,GHGE7IFL,GH,2017.0,162.0,GH2017OTH,232601.015625,264444.0625,298069.84375,68.26667022705078,85.59166717529297,101.5,71.5250015258789,19.23004722595215,24.990266799926758,29.138755798339844,20.14788818359375,0.9887221943248402,0.989168947393244,0.9891593239524148,34.03363800048828,32.084999084472656,33.688331604003906,32.55666732788086,7.275000095367432,6.425000190734863,6.5,6.891666889190674,-9999,1403,1376,1338,1514,1795,1889,1831,0.0,0.0,0.0,0.0,75.85714285714286,1369.4129638671875,-9999,1.8110660314559937,0.014574977412334243,0.029264147724279748,0.23064770961689407,28.03545379638672,27.325834274291992,28.613332748413086,27.731666564941406,0.0,0.0,-1.0,0.0,0.0,0.0,0.28319859504699707,0.12021207064390182,0.11772825568914413,0.12582124769687653,0.3082082271575928,0.07996691763401031,0.07957988232374191,0.09714610129594803,31.408334732055664,31.191667556762695,31.625,31.600000381469727,27.741666793823242,27.950000762939453,28.350000381469727,28.133333206176758,24.133333206176758,24.76666831970215,25.125,24.70833396911621,16.958974202473957,22.037273406982422,22.566667556762695,23.538333892822266,22.906665802001953,3.5500001907348633,3.4250001907348633,3.4833333492279053,3.549999952316284,3855.765743,114093.7293,3792.888568,901,700,1102,739,916,1100,824,0.4361120973314558,3.0,3.0,3.0,28.10120391845703,24.887950897216797,27.565059661865234,28.197589874267578,27.471084594726562,25.18313217163086,26.3144588470459,28.286746978759766,27.4903621673584,27.55301284790039,26.625301361083984,25.671083450317383,5.5,0.0,1353.0693359375,1537.3973214285713,1747.8666294642858,1970.119140625,96221.0234375,114333.515625,135001.359375,156967.1875,8024.356026785715,9534.847098214286,11258.441964285714,13090.28236607143,10.921666145324707,12.139999389648438,14.310832977294922,12.196666717529297
GH201700000163,GHGE7IFL,GH,2017.0,163.0,GH2017OTH,247507.96875,281391.78125,317172.5625,68.26667022705078,85.59166717529297,101.5,71.5250015258789,19.23004722595215,24.990266799926758,29.138755798339844,20.14788818359375,0.9566743157126687,0.9588637785478071,0.9587045149369673,34.03363800048828,32.084999084472656,33.688331604003906,32.55666732788086,7.275000095367432,6.425000190734863,6.5,6.891666889190674,-9999,1403,1376,1338,1514,1795,1889,1831,0.0,0.0,0.0,0.0,77.0,1369.4129638671875,-9999,1.8110660314559937,0.014574977412334243,0.029264147724279748,0.23064770961689407,28.03545379638672,27.325834274291992,28.613332748413086,27.731666564941406,0.0,0.0,-1.0,0.0,0.0,0.0,0.28319859504699707,0.12021207064390182,0.11772825568914413,0.12582124769687653,0.3082082271575928,0.07996691763401031,0.07957988232374191,0.09714610129594803,31.408334732055664,31.191667556762695,31.625,31.600000381469727,27.741666793823242,27.950000762939453,28.350000381469727,28.133333206176758,24.133333206176758,24.76666831970215,25.125,24.70833396911621,17.495947701590403,22.037273406982422,22.566667556762695,23.538333892822266,22.906665802001953,3.5500001907348633,3.4250001907348633,3.4833333492279053,3.549999952316284,4489.483459,114099.1101,4428.838364,901,700,1102,739,916,1100,824,0.46144402821858727,3.0,3.0,3.0,28.10120391845703,24.887950897216797,27.565059661865234,28.197589874267578,27.471084594726562,25.18313217163086,26.3144588470459,28.286746978759766,27.4903621673584,27.55301284790039,26.625301361083984,25.671083450317383,5.8,0.0,1409.486328125,1601.5,1820.744873046875,2052.264404296875,103092.953125,122499.0,144642.890625,168177.484375,8024.355208333333,9534.847916666668,11258.441666666668,13090.283333333333,10.921666145324707,12.139999389648438,14.310832977294922,12.196666717529297
GH201700000164,GHGE7IFL,GH,2017.0,164.0,GH2017OTH,232659.46875,264510.5,298144.75,68.26667022705078,85.59166717529297,101.5,71.5250015258789,19.23004722595215,24.990266799926758,29.138755798339844,20.14788818359375,0.9862918120164138,0.9906503237210788,0.9905169560359075,33.546363830566406,31.883333206176758,33.518333435058594,32.53666687011719,7.275000095367432,6.425000190734863,6.5,6.891666889190674,-9999,1309.0,1310.0,1295.0,1328.0,1421.0,1402.0,1399.0,0.0,0.0,0.0,0.0,76.75,1369.4129638671875,-9999,0.48154720664024353,0.015259876651251426,0.03282645860253394,0.25365047248726474,27.704545974731445,26.97916603088379,28.391666412353516,27.670000076293945,0.0,0.0,-1.0,0.0,0.0,0.0,0.27113157510757446,0.10734415799379349,0.09427490085363388,0.10955853760242462,0.28825023770332336,0.0686231404542923,0.05956479534506798,0.0799386128783226,31.408334732055664,31.191667556762695,31.625,31.600000381469727,27.741666793823242,27.950000762939453,28.350000381469727,28.133333206176758,24.133333206176758,24.76666831970215,25.125,24.70833396911621,17.64869637324892,21.862728118896484,22.075000762939453,23.264999389648438,22.803333282470703,3.5500001907348633,3.4250001907348633,3.4833333492279053,3.549999952316284,2751.870396,115326.3254,2644.693408,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.37493419647216797,3.0,3.0,3.0,28.61964225769043,25.332141876220703,27.776784896850586,28.60714340209961,27.766071319580078,25.58392906188965,26.678571701049805,28.733928680419922,27.89642906188965,27.96071434020996,27.123214721679688,26.10178565979004,3.9375,0.0,1254.3868408203125,1425.271484375,1620.3907470703125,1826.433837890625,109968.484375,130668.7734375,154289.5,179393.65625,8024.35595703125,9534.84765625,11258.4423828125,13090.283203125,10.921666145324707,12.139999389648438,14.310832977294922,12.196666717529297
GH201700000165,GHGE7IFL,GH,2017.0,165.0,GH2017OTH,236452.09375,268822.34375,303004.84375,68.26667022705078,85.59166717529297,101.5,71.5250015258789,19.23004722595215,24.990266799926758,29.138755798339844,20.14788818359375,0.9453223546346029,0.9511451721191406,0.95089324315389,33.457271575927734,31.97333335876465,33.246665954589844,32.733333587646484,7.275000095367432,6.425000190734863,6.5,6.891666889190674,-9999,1064,1271,1378,1412,1498,1466,1469,0.0,0.0,0.0,0.0,80.625,1369.4129638671875,-9999,0.48154720664024353,0.015259876651251426,0.03282645860253394,0.25365047248726474,27.809091567993164,27.2450008392334,28.426666259765625,27.90166664123535,0.0,0.0,-1.0,0.0,0.0,0.0,0.27113157510757446,0.10734415799379349,0.09427490085363388,0.10955853760242462,0.28825023770332336,0.0686231404542923,0.05956479534506798,0.0799386128783226,31.408334732055664,31.191667556762695,31.625,31.600000381469727,27.741666793823242,27.950000762939453,28.350000381469727,28.133333206176758,24.133333206176758,24.76666831970215,25.125,24.70833396911621,18.87238601158405,22.16090965270996,22.516666412353516,23.606666564941406,23.06999969482422,3.5500001907348633,3.4250001907348633,3.4833333492279053,3.549999952316284,5410.115621,114745.0238,5314.42668,762,604,1000,627,776,940,702,0.46637213230133057,3.0,3.0,3.0,28.61964225769043,25.332141876220703,27.776784896850586,28.60714340209961,27.766071319580078,25.58392906188965,26.678571701049805,28.733928680419922,27.89642906188965,27.96071434020996,27.123214721679688,26.10178565979004,5.875,0.0,1252.3140625,1422.9161458333333,1617.71328125,1823.4158854166667,109964.109375,130663.5625,154283.34375,179386.515625,8024.35595703125,9534.84765625,11258.443359375,13090.283203125,10.921666145324707,12.139999389648438,14.310832977294922,12.196666717529297
GH201700000166,GHGE7IFL,GH,2017.0,166.0,GH2017OTH,182850.265625,207882.4375,234316.046875,68.26667022705078,85.59166717529297,101.5,71.5250015258789,19.23004722595215,24.990266799926758,29.138755798339844,20.14788818359375,0.9625619741586539,0.9700095836932843,0.969983174250676,33.546363830566406,31.883333206176758,33.518333435058594,32.53666687011719,7.275000095367432,6.425000190734863,6.5,6.891666889190674,-9999,1309,1310,1295,1328,1421,1402,1399,0.0,0.0,0.0,0.0,84.0,1369.4129638671875,-9999,0.48154720664024353,0.015259876651251426,0.03282645860253394,0.25365047248726474,27.704545974731445,26.97916603088379,28.391666412353516,27.670000076293945,0.0,0.0,-1.0,0.0,0.0,0.0,0.27113157510757446,0.10734415799379349,0.09427490085363388,0.10955853760242462,0.28825023770332336,0.0686231404542923,0.05956479534506798,0.0799386128783226,31.408334732055664,31.191667556762695,31.625,31.600000381469727,27.741666793823242,27.950000762939453,28.350000381469727,28.133333206176758,24.133333206176758,24.76666831970215,25.125,24.70833396911621,19.96412846080044,21.862728118896484,22.075000762939453,23.264999389648438,22.803333282470703,3.5500001907348633,3.4250001907348633,3.4833333492279053,3.549999952316284,3657.431023,115873.1375,3467.167465,762,604,1000,627,776,940,702,0.37873998284339905,3.0,3.0,3.0,28.61964225769043,25.332141876220703,27.776784896850586,28.60714340209961,27.766071319580078,25.58392906188965,26.678571701049805,28.733928680419922,27.89642906188965,27.96071434020996,27.123214721679688,26.10178565979004,3.5625,0.0,918.3647135416667,1043.4731119791666,1186.3243489583333,1337.1731770833333,109966.453125,130666.34375,154286.65625,179390.34375,8024.3564453125,9534.84765625,11258.44140625,13090.283203125,10.921666145324707,12.139999389648438,14.310832977294922,12.196666717529297
GH201700000167,GHGE7IFL,GH,2017.0,167.0,GH2017OTH,172621.34375,196253.1875,221208.046875,68.26667022705078,85.59166717529297,101.5,71.5250015258789,19.23004722595215,24.990266799926758,29.138755798339844,20.14788818359375,0.9542461541982797,0.9595623016357422,0.9597490750826322,34.29545593261719,33.526668548583984,34.40999984741211,34.03166580200195,7.275000095367432,6.425000190734863,6.5,6.891666889190674,-9999,1718,1899,1819,1956,2003,1951,1950,0.0,0.0,0.0,0.0,78.42857142857143,1369.4129638671875,-9999,1.8110660314559937,0.014574977412334243,0.029264147724279748,0.23064770961689407,28.15636444091797,27.957500457763672,28.86750030517578,28.457500457763672,0.0,0.0,-1.0,0.0,0.0,0.0,0.28319859504699707,0.12021207064390182,0.11772825568914413,0.12582124769687653,0.3082082271575928,0.07996691763401031,0.07957988232374191,0.09714610129594803,31.408334732055664,31.191667556762695,31.625,31.600000381469727,27.741666793823242,27.950000762939453,28.350000381469727,28.133333206176758,24.133333206176758,24.76666831970215,25.125,24.70833396911621,16.80695924920551,22.01727294921875,22.388334274291992,23.325000762939453,22.883333206176758,3.5500001907348633,3.4250001907348633,3.4833333492279053,3.549999952316284,5397.862727,113309.4795,5315.41505,901.0,700.0,1102.0,739.0,916.0,1100.0,824.0,0.5257269654955182,3.0,3.0,3.0,28.10120391845703,24.887950897216797,27.565059661865234,28.197589874267578,27.471084594726562,25.18313217163086,26.3144588470459,28.286746978759766,27.4903621673584,27.55301284790039,26.625301361083984,25.671083450317383,7.285714285714286,0.0,1067.851353236607,1213.3240792410713,1379.428013392857,1554.8311941964287,96037.8671875,114115.875,134744.375,156668.375,8009.260044642857,9516.909598214286,11237.262276785714,13065.65625,10.921666145324707,12.139999389648438,14.310832977294922,12.196666717529297
GH201700000168,GHGE7IFL,GH,2017.0,168.0,GH2017OTH,128989.2890625,146647.890625,165295.125,68.26667022705078,85.59166717529297,101.5,71.5250015258789,19.23004722595215,24.990266799926758,29.138755798339844,20.14788818359375,0.8555079460144043,0.8778160095214844,0.8703108787536621,33.546363830566406,31.883333206176758,33.518333435058594,32.53666687011719,7.275000095367432,6.425000190734863,6.5,6.891666889190674,-9999,1309.0,1310.0,1295.0,1328.0,1421.0,1402.0,1399.0,0.0,0.0,0.0,0.0,86.2,1369.4129638671875,-9999,0.48154720664024353,0.015259876651251426,0.03282645860253394,0.25365047248726474,27.704545974731445,26.97916603088379,28.391666412353516,27.670000076293945,0.0,0.0,-1.0,0.0,0.0,0.0,0.27113157510757446,0.10734415799379349,0.09427490085363388,0.10955853760242462,0.28825023770332336,0.0686231404542923,0.05956479534506798,0.0799386128783226,31.408334732055664,31.191667556762695,31.625,31.600000381469727,27.741666793823242,27.950000762939453,28.350000381469727,28.133333206176758,24.133333206176758,24.76666831970215,25.125,24.70833396911621,21.018641493055554,21.862728118896484,22.075000762939453,23.264999389648438,22.803333282470703,3.5500001907348633,3.4250001907348633,3.4833333492279053,3.549999952316284,1327.449112,118243.0113,750.183221,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.27472180790371364,3.0,3.0,3.0,28.61964225769043,25.332141876220703,27.776784896850586,28.60714340209961,27.766071319580078,25.58392906188965,26.678571701049805,28.733928680419922,27.89642906188965,27.96071434020996,27.123214721679688,26.10178565979004,1.7272727272727273,0.0,850.8039772727273,966.7086292613636,1099.05078125,1238.8022017045455,75463.953125,89669.15625,105878.4609375,123105.7421875,8024.355113636364,9534.848011363636,11258.441761363636,13090.28125,10.921666145324707,12.139999389648438,14.310832977294922,12.196666717529297
GH201700000169,GHGE7IFL,GH,2017.0,169.0,GH2017OTH,151205.84375,171905.890625,193764.828125,68.26667022705078,85.59166717529297,101.5,71.5250015258789,19.23004722595215,24.990266799926758,29.138755798339844,20.14788818359375,0.871498628096147,0.8884898966008966,0.8818283081054688,33.546363830566406,31.883333206176758,33.518333435058594,32.53666687011719,7.275000095367432,6.425000190734863,6.5,6.891666889190674,-9999,1309.0,1310.0,1295.0,1328.0,1421.0,1402.0,1399.0,0.0,0.0,0.0,0.0,84.0,1369.4129638671875,-9999,0.48154720664024353,0.015259876651251426,0.03282645860253394,0.25365047248726474,27.704545974731445,26.97916603088379,28.391666412353516,27.670000076293945,0.0,0.0,-1.0,0.0,0.0,0.0,0.27113157510757446,0.10734415799379349,0.09427490085363388,0.10955853760242462,0.28825023770332336,0.0686231404542923,0.05956479534506798,0.0799386128783226,31.408334732055664,31.191667556762695,31.625,31.600000381469727,27.741666793823242,27.950000762939453,28.350000381469727,28.133333206176758,24.133333206176758,24.76666831970215,25.125,24.70833396911621,20.244352379623724,21.862728118896484,22.075000762939453,23.264999389648438,22.803333282470703,3.5500001907348633,3.4250001907348633,3.4833333492279053,3.549999952316284,1500.37089,117859.5401,1036.990383,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.2993690750815652,3.0,3.0,3.0,28.61964225769043,25.332141876220703,27.776784896850586,28.60714340209961,27.766071319580078,25.58392906188965,26.678571701049805,28.733928680419922,27.89642906188965,27.96071434020996,27.123214721679688,26.10178565979004,2.0,0.0,885.89208984375,1006.5767415364584,1144.376953125,1289.891845703125,89210.234375,106003.03125,125164.9765625,145530.34375,8024.3557692307695,9534.84735576923,11258.442307692309,13090.282451923076,10.921666145324707,12.139999389648438,14.310832977294922,12.196666717529297
GH201700000170,GHGE7IFL,GH,2017.0,170.0,GH2017OTH,135317.03125,153841.90625,173403.90625,68.26667022705078,85.59166717529297,101.5,71.5250015258789,19.23004722595215,24.990266799926758,29.138755798339844,20.14788818359375,0.9566525545987216,0.9735443808815696,0.973564321344549,33.546363830566406,31.883333206176758,33.518333435058594,32.53666687011719,7.275000095367432,6.425000190734863,6.5,6.891666889190674,-9999,1309,1310,1295,1328,1421,1402,1399,0.0,0.0,0.0,0.0,91.71428571428571,1369.4129638671875,-9999,0.48154720664024353,0.015259876651251426,0.03282645860253394,0.25365047248726474,27.704545974731445,26.97916603088379,28.391666412353516,27.670000076293945,0.0,0.0,-1.0,0.0,0.0,0.0,0.27113157510757446,0.10734415799379349,0.09427490085363388,0.10955853760242462,0.28825023770332336,0.0686231404542923,0.05956479534506798,0.0799386128783226,31.408334732055664,31.191667556762695,31.625,31.600000381469727,27.741666793823242,27.950000762939453,28.350000381469727,28.133333206176758,24.133333206176758,24.76666831970215,25.125,24.70833396911621,23.264066569010417,21.862728118896484,22.075000762939453,23.264999389648438,22.803333282470703,3.5500001907348633,3.4250001907348633,3.4833333492279053,3.549999952316284,3148.868656,117488.5073,2533.945398,762,604,1000,627,776,940,702,0.3128396783556257,3.0,3.0,3.0,28.61964225769043,25.332141876220703,27.776784896850586,28.60714340209961,27.766071319580078,25.58392906188965,26.678571701049805,28.733928680419922,27.89642906188965,27.96071434020996,27.123214721679688,26.10178565979004,2.0714285714285716,0.0,754.556640625,857.3494698660714,974.7204241071429,1098.6624581473213,96221.328125,114333.8671875,135001.765625,156967.65625,8024.35546875,9534.848214285714,11258.443080357143,13090.283482142857,10.921666145324707,12.139999389648438,14.310832977294922,12.196666717529297
GH201700000171,GHGE7IFL,GH,2017.0,171.0,GH2017OTH,52413.76171875,59589.19140625,67166.3515625,68.26667022705078,85.59166717529297,101.5,71.5250015258789,19.23004722595215,24.990266799926758,29.138755798339844,20.14788818359375,0.9052652359008789,0.9192663192749023,0.9124632835388183,-9999,-9999,-9999,-9999,7.275000095367432,6.425000190734863,6.5,6.891666889190674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,0.0,0.0,0.0,85.5,-9999,-9999,0.48154720664024353,0.015612474659541246,0.03228906168937726,0.2509636638989656,-9999,-9999,-9999,-9999,0.0,0.0,-1.0,0.0,0.0,0.0,0.2566083073616028,0.095864437520504,0.07815960794687271,0.09587342292070389,0.264811247587204,0.059420015662908554,0.04740247130393982,0.06667041778564453,31.408334732055664,31.191667556762695,31.625,31.600000381469727,27.741666793823242,27.950000762939453,28.350000381469727,28.133333206176758,24.133333206176758,24.76666831970215,25.125,24.70833396911621,25.905613490513392,-9999,-9999,-9999,-9999,3.5500001907348633,3.4250001907348633,3.4833333492279053,3.549999952316284,1324.35732,120080.4141,595.5973156,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.2347968646458217,3.0,3.0,3.0,28.61964225769043,25.332141876220703,27.776784896850586,28.60714340209961,27.766071319580078,25.58392906188965,26.678571701049805,28.733928680419922,27.89642906188965,27.96071434020996,27.123214721679688,26.10178565979004,2.7777777777777777,0.0,454.21201171875,516.08916015625,586.7416015625,661.349658203125,61751.57421875,73375.59375,86639.546875,100736.5,8024.355902777777,9534.847222222223,11258.442708333334,13090.282986111111,10.921666145324707,12.139999389648438,14.310832977294922,12.196666717529297
GH201700000172,GHGE7IFL,GH,2017.0,172.0,GH2017OTH,95387.203125,108445.6875,122235.25,68.26667022705078,85.59166717529297,101.5,71.5250015258789,19.23004722595215,24.990266799926758,29.138755798339844,20.14788818359375,0.8759351968765259,0.8859915137290955,0.8836597204208374,-9999,-9999,-9999,-9999,7.275000095367432,6.425000190734863,6.5,6.891666889190674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,0.0,0.0,0.0,73.25,-9999,-9999,0.48154720664024353,0.015612474659541246,0.03228906168937726,0.2509636638989656,-9999,-9999,-9999,-9999,0.0,0.0,-1.0,0.0,0.0,0.0,0.2566083073616028,0.095864437520504,0.07815960794687271,0.09587342292070389,0.264811247587204,0.059420015662908554,0.04740247130393982,0.06667041778564453,31.408334732055664,31.191667556762695,31.625,31.600000381469727,27.741666793823242,27.950000762939453,28.350000381469727,28.133333206176758,24.133333206176758,24.76666831970215,25.125,24.70833396911621,23.979554787660255,-9999,-9999,-9999,-9999,3.5500001907348633,3.4250001907348633,3.4833333492279053,3.549999952316284,963.0471132,122009.2866,405.48634,710,542,953,568,675,849,637,0.16702607699802943,3.0,3.0,3.0,28.61964225769043,25.332141876220703,27.776784896850586,28.60714340209961,27.766071319580078,25.58392906188965,26.678571701049805,28.733928680419922,27.89642906188965,27.96071434020996,27.123214721679688,26.10178565979004,6.555555555555555,0.0,787.2672729492188,894.516357421875,1016.9754028320312,1146.29052734375,61395.9453125,72953.015625,86140.59375,100156.3671875,8024.355902777777,9534.847222222223,11258.442708333334,13090.282986111111,10.921666145324707,12.139999389648438,14.310832977294922,12.196666717529297
